Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Kaiman	Jon		C	NY03	2022	6/23/2022	8219038
	Kaiman	Jon		X	NY03	2022	6/23/2022	8219048
	Kale	Andrea Doria		C	FL17	2022	7/19/2022	10049150
	Kale	Andrea Doria		D	FL17	2022	7/7/2022	40003359
	Kale	Andrea Doria		X	FL17	2022	6/22/2022	30017285
	Kalloch	Andrew		C	OR04	2022	5/16/2022	10048930
	Kamlager	Sydney		C	CA37	2022	8/13/2022	10048702
	Kamlager	Sydney		X	CA37	2022	6/7/2022	30017073
Hon.	Kamlager	Sydney		H	CA37	2022	8/4/2023	10053458
Hon.	Kamlager	Sydney		X	CA37	2022	5/8/2023	30018372
	Kaplan	Glenn		C	CA12	2022	5/4/2022	10047367
Hon.	Kaptur	Marcy		O	OH09	2022	5/15/2023	10053332
	Kaspar	Scott Richard		C	IL06	2022	5/14/2022	10048194
	Kaspar	Scott Richard		X	IL06	2022	6/22/2022	30016837
	Kean	Thomas H.	Jr	C	NJ07	2022	5/15/2022	10046941
Hon.	Kean	Thomas H.		X	NJ07	2022	5/15/2023	30018914
Hon.	Kean	Thomas H.	Jr.	H	NJ07	2022	8/13/2023	10051830
Hon.	Keating	William R.		O	MA09	2022	6/7/2023	10053842
Hon.	Keating	William R.		P	MA09	2022	2/28/2022	20020504
Hon.	Keating	William R.		P	MA09	2022	5/5/2022	20020915
Hon.	Keating	William R.		P	MA09	2022	6/17/2022	20021222
Hon.	Keating	William R.		P	MA09	2022	10/30/2022	20021629
Hon.	Keating	William R.		P	MA09	2022	11/4/2022	20021937
Hon.	Keating	William R.		P	MA09	2022	11/21/2022	20022024
Hon.	Keating	William R.		P	MA09	2022	12/21/2022	20022156
Hon.	Keating	William R.		X	MA09	2022	5/11/2023	30018512
	Keeney	Taylor		W	VA07	2022		8219026
Ms.	Keivaulqe Autiameineire	Fepbrina Estrelvia		C	CA27	2022	2/14/2023	10050915
Ms.	Keivaulqe Autiameineire	Fepbrina Estrelvia		C	CA27	2022	2/14/2023	10050915
Hon.	Kelly	John Trent		O	MS01	2022	4/26/2023	10052150
Hon.	Kelly	Mike		O	PA16	2022	7/18/2023	8219841
Hon.	Kelly	Mike		P	PA16	2022	3/10/2022	8218604
Hon.	Kelly	Mike		P	PA16	2022	5/25/2022	8218856
Hon.	Kelly	Mike		P	PA16	2022	6/9/2022	8218936
Hon.	Kelly	Mike		P	PA16	2022	7/13/2022	8219082
Hon.	Kelly	Mike		P	PA16	2022	8/10/2022	8219156
Hon.	Kelly	Mike		P	PA16	2022	1/11/2023	8219317
Hon.	Kelly	Mike		X	PA16	2022	4/24/2023	8219476
Hon.	Kelly	Robin		O	IL02	2022	8/14/2023	10055071
Hon.	Kelly	Robin		X	IL02	2022	5/24/2023	8219598
Hon.	Kelly	Robin		X	IL02	2022	6/21/2023	30019220
	Kent	Joseph		A	WA03	2022	10/25/2022	10050530
	Kent	Joseph		C	WA03	2022	4/19/2022	10046466
	Kerner	Gerald M.		C	MS02	2022	5/9/2022	10047901
	Kerr	Michael Ernest		C	CA10	2022	9/23/2022	10050428
Hon.	Khanna	Rohit		O	CA17	2022	8/9/2023	8219881
Hon.	Khanna	Rohit		P	CA17	2022	1/7/2022	8218518
Hon.	Khanna	Rohit		P	CA17	2022	2/8/2022	8218560
Hon.	Khanna	Rohit		P	CA17	2022	3/8/2022	8218597
Hon.	Khanna	Rohit		P	CA17	2022	4/7/2022	8218637
Hon.	Khanna	Rohit		P	CA17	2022	5/6/2022	8218730
Hon.	Khanna	Rohit		P	CA17	2022	6/10/2022	8218940
Hon.	Khanna	Rohit		P	CA17	2022	7/7/2022	8219068
Hon.	Khanna	Rohit		P	CA17	2022	8/9/2022	8219155
Hon.	Khanna	Rohit		P	CA17	2022	9/8/2022	8219207
Hon.	Khanna	Rohit		P	CA17	2022	10/7/2022	8219242
Hon.	Khanna	Rohit		P	CA17	2022	11/10/2022	8219275
Hon.	Khanna	Rohit		P	CA17	2022	12/6/2022	8219288
Hon.	Khanna	Rohit		P	CA17	2022	1/6/2023	8219318
Hon.	Khanna	Rohit		X	CA17	2022	4/14/2023	8219457
	Kheireddine	Moneer		C	FL13	2022	5/16/2022	10049118
	Kidd	Jim		C	WI05	2022	5/17/2022	10049348
	Kiggans	Jennifer		C	VA02	2022	7/1/2022	10049817
Hon.	Kiggans	Jennifer		H	VA02	2022	8/13/2023	10051896
Hon.	Kiggans	Jennifer		X	VA02	2022	4/11/2023	30017954
	Kilboy	Matthew		C	OH14	2022	4/18/2022	10046274
Hon.	Kildee	Daniel T.		O	MI08	2022	5/31/2023	10054900
Hon.	Kildee	Daniel T.		X	MI08	2022	5/4/2023	8219491
	Kiley	Kevin		C	CA03	2022	8/12/2022	10050187
Hon.	Kiley	Kevin		H	CA03	2022	8/4/2023	10053524
Hon.	Kiley	Kevin		X	CA03	2022	5/9/2023	30018402
	Kiley	Susan M.		A	NJ06	2022	5/16/2022	10046272
	Kiley	Susan M.		C	NJ06	2022	4/5/2022	10044698
Hon.	Kilmer	Derek		O	WA06	2022	7/21/2023	10052705
Hon.	Kilmer	Derek		X	WA06	2022	5/12/2023	30018642
Hon.	Kim	Andy		O	NJ03	2022	7/10/2023	10052833
Hon.	Kim	Andy		X	NJ03	2022	5/15/2023	30018938
Hon.	Kim	Andy		X	NJ03	2022	6/21/2023	30019217
	Kim	David Yung Ho		C	CA34	2022	5/18/2022	10049386
Hon.	Kim	Young		O	CA40	2022	5/15/2023	10053963
	King	Esther Joy		C	IL17	2022	5/28/2022	10049470
	King	Esther Joy		X	IL17	2022	6/7/2022	8218979
	King	Paul		X	NY05	2022	6/7/2022	8218995
Mr.	Kinsey	Craig Robert		W	NC04	2022	4/28/2022	7853
	Kirkmeyer	Barbara		C	CO08	2022	10/14/2022	10050498
	Kistner	Tyler		C	MN02	2022	7/18/2022	10050003
	Kline	Patricia		D	NJ01	2022	5/11/2022	8218723
	Klussmann	Duncan Foster		C	TX38	2022	5/16/2022	10048758
	Kocina	Kevin		C	MN01	2022	4/27/2022	10044787
	Kolanagireddy	Hima		C	MI06	2022	7/14/2022	10049556
	Kolanagireddy	Hima		X	MI06	2022	7/13/2022	30017440
	Koolidge	Michael		C	IL14	2022	5/24/2022	10049313
	Kopsaftis	Peter		A	IL08	2022	4/15/2022	10046171
	Kopsaftis	Peter		C	IL08	2022	4/14/2022	10044349
	Kopsaftis	Peter		X	IL08	2022	1/21/2022	30015245
	Kovacs	John		C	NV03	2022	5/16/2022	10048176
	Kraft	Vicki Caldwell		C	WA03	2022	4/20/2022	10046530
	Krause	E M		C	NV02	2022	7/1/2022	10049897
Mr.	Kress	Conrad		C	HI02	2022	3/10/2022	10044678
Hon.	Krishnamoorthi	S. Raja		O	IL08	2022	8/4/2023	10052849
Hon.	Krishnamoorthi	S. Raja		X	IL08	2022	5/2/2023	30018167
Mr.	Krulick	Al		C	FL07	2022	6/3/2022	10049662
Mr.	Krulick	Al		D	FL07	2022	5/12/2022	8218761
	Krystofiak	Steven		C	AZ02	2022	5/14/2022	10046715
	Kulmann	Janifer Suzanne		C	CO08	2022	5/16/2022	10049013
	Kumar	Neil		C	AR03	2022	4/19/2022	10046416
	Kunelius	David Walter		C	WI07	2022	5/19/2022	10049401
	Kurani	Shrina		C	CA41	2022	5/11/2022	10047593
	Kurant	Stephen		D	IN02	2022	4/6/2022	8218636
Hon.	Kuster	Ann M.		O	NH02	2022	5/15/2023	8219768
Hon.	Kustoff	David		O	TN08	2022	8/11/2023	10051884
Hon.	Kustoff	David		P	TN08	2022	1/10/2022	8218527
Hon.	Kustoff	David		P	TN08	2022	2/9/2022	8218561
Hon.	Kustoff	David		P	TN08	2022	5/2/2022	20020875
Hon.	Kustoff	David		P	TN08	2022	10/19/2022	8219259
Hon.	Kustoff	David		X	TN08	2022	5/15/2023	30018860
	Kutz	Randy		C	AZ09	2022	5/14/2022	10048722
	Lafazan	Joshua		C	NY03	2022	5/13/2022	10047493
Hon.	LaHood	Darin McKay		O	IL16	2022	5/15/2023	10052406
	Lal	Amit		C	NY05	2022	10/10/2022	10050483
Hon.	Lalota	Nicholas Joseph		H	NY01	2022	8/11/2023	10053778
Hon.	Lalota	Nicholas Joseph		X	NY01	2022	5/10/2023	30018482
	Lalota	Nick		C	NY01	2022	7/19/2022	10047996
	Lalota	Nick		X	NY01	2022	6/7/2022	30016753
Hon.	LaMalfa	Doug		O	CA01	2022	5/12/2023	10053768
Hon.	Lamborn	Doug		O	CO05	2022	5/10/2023	8219769
Hon.	Lamborn	Doug		P	CO05	2022	2/3/2022	8218548
Hon.	Lamborn	Doug		P	CO05	2022	3/9/2022	8218598
Hon.	Lamborn	Doug		P	CO05	2022	6/14/2022	8219025
Hon.	Lamborn	Doug		P	CO05	2022	7/29/2022	8219130
Hon.	Lamborn	Doug		P	CO05	2022	12/6/2022	8219289
Hon.	Lamborn	Doug		P	CO05	2022	12/6/2022	8219290
	Landsman	Greg		A	OH01	2022	4/13/2022	10044804
	Landsman	Greg		C	OH01	2022	4/5/2022	10044617
Hon.	Landsman	Greg		H	OH01	2022	8/13/2023	10053001
Hon.	Landsman	Greg		X	OH01	2022	5/11/2023	30018569
	Lange	Paul		C	IL15	2022	7/31/2022	10050007
Hon.	Langevin	James R.		P	RI02	2022	1/5/2022	20020152
Hon.	Langevin	James R.		P	RI02	2022	2/8/2022	20020391
Hon.	Langevin	James R.		P	RI02	2022	3/4/2022	20020559
Hon.	Langevin	James R.		P	RI02	2022	4/12/2022	20020774
Hon.	Langevin	James R.		P	RI02	2022	5/9/2022	20020955
Hon.	Langevin	James R.		P	RI02	2022	6/7/2022	20021156
Hon.	Langevin	James R.		P	RI02	2022	7/11/2022	20021338
Hon.	Langevin	James R.		P	RI02	2022	8/3/2022	20021477
Hon.	Langevin	James R.		P	RI02	2022	9/8/2022	20021669
Hon.	Langevin	James R.		P	RI02	2022	10/6/2022	20021812
Hon.	Langevin	James R.		P	RI02	2022	11/8/2022	20021929
Hon.	Langevin	James R.		P	RI02	2022	12/7/2022	20022086
Mr.	Langford	David Keith	Jr.	D	CA06	2022	2/28/2022	40003317
	Langworthy	Nick		C	NY23	2022	7/6/2022	10049859
Hon.	Langworthy	Nick		H	NY23	2022	5/14/2023	10054324
Dr.	Lankford	Keisha		C	TX30	2022	1/28/2022	10044480
Mr.	Larkin	Matt		C	WA08	2022	7/4/2022	10046889
Mr.	Larkin	Matt		X	WA08	2022	5/6/2022	30016502
	Larkins	Juddson		C	SC02	2022	5/13/2022	10048239
Hon.	Larsen	Rick		O	WA02	2022	7/7/2023	10052141
Hon.	Larsen	Rick		X	WA02	2022	5/11/2023	30018505
Hon.	Larsen	Rick		X	WA02	2022	6/21/2023	30019195
Hon.	Larson	John B.		O	CT01	2022	5/12/2023	10052561
Hon.	Latta	Robert E.		O	OH05	2022	4/24/2023	10051686
Hon.	Latta	Robert E.		P	OH05	2022	7/21/2022	20021415
Hon.	Latta	Robert E.		P	OH05	2022	11/10/2022	20021968
Hon.	LaTurner	Jake		O	KS02	2022	7/20/2023	10053814
Hon.	LaTurner	Jake		X	KS02	2022	5/12/2023	30018709
	Lauf	Catalina		C	IL11	2022	6/4/2022	10046245
	Lauf	Catalina		X	IL11	2022	5/6/2022	30016375
	Lawler	Michael Vincent		X	NY17	2022	6/23/2022	30017455
Hon.	Lawler	Michael Vincent		C	NY17	2022	7/15/2022	10049724
Hon.	Lawler	Michael Vincent		H	NY17	2022	8/12/2023	10052923
Hon.	Lawler	Michael Vincent		X	NY17	2022	5/3/2023	30018192
	Lawlor	Carrie		C	FL21	2022	5/10/2022	10047997
	Leavitt	Karoline		C	NH01	2022	5/16/2022	10048230
	Lebeau	Daniel Joseph		D	VA06	2022	5/27/2022	8219003
Hon.	Lee	Barbara		O	CA12	2022	5/15/2023	10053336
	Lee	Laurel		C	FL15	2022	7/18/2022	10049728
Mrs.	Lee	Laurel		X	FL15	2022	6/23/2022	30017459
Mrs.	Lee	Laurel		X	FL15	2022	7/18/2022	30017649
Hon.	Lee	Laurel Mrs		H	FL15	2022	8/11/2023	10055515
	Lee	Summer		C	PA12	2022	5/17/2022	10049306
Hon.	Lee	Summer		H	PA12	2022	8/13/2023	10055519
Hon.	Lee	Susie		O	NV03	2022	8/11/2023	10051995
Hon.	Lee	Susie		P	NV03	2022	2/3/2022	20020369
Hon.	Lee	Susie		P	NV03	2022	3/4/2022	20020473
Hon.	Lee	Susie		P	NV03	2022	5/18/2022	20021052
Hon.	Lee	Susie		P	NV03	2022	6/21/2022	20021252
Hon.	Lee	Susie		P	NV03	2022	8/13/2022	20021550
Hon.	Lee	Susie		P	NV03	2022	11/14/2022	20021962
Hon.	Lee	Susie		P	NV03	2022	12/29/2022	20022081
Hon.	Lee	Susie		X	NV03	2022	5/8/2023	30018366
Hon.	Leger Fernandez	Teresa		O	NM03	2022	5/15/2023	10052215
Hon.	Leger Fernandez	Teresa		P	NM03	2022	12/7/2022	20011775
	Lehman	Matthew		C	KY04	2022	5/13/2022	10048647
	Leon	Jimmy		C	TX09	2022	9/30/2022	10050417
	Lesko	Debbie		O	AZ08	2022	6/13/2023	10052488
	Lesko	Debbie		X	AZ08	2022	5/11/2023	30018563
Hon.	Letlow	Julia		O	LA05	2022	6/19/2023	10053688
Hon.	Letlow	Julia		X	LA05	2022	5/10/2023	30018454
Hon.	Levin	Mike		O	CA49	2022	5/8/2023	10052746
	Lewis	Kerry B.		C	CA28	2022	12/15/2022	10050666
	Lewis	Nathan Allen		D	TX19	2022	1/18/2022	40003296
Hon.	Lieu	Ted		O	CA36	2022	8/1/2023	10053965
Hon.	Lieu	Ted		X	CA36	2022	5/11/2023	30018577
	Lipsman	Karina		C	VA08	2022	8/13/2022	10044668
	Lipsman	Karina		X	VA08	2022	6/22/2022	30016913
	Loeb	Eric		C	MD04	2022	6/15/2022	10046495
	Loeb	Eric		X	MD04	2022	6/22/2022	30016731
Hon.	Lofgren	Zoe		O	CA18	2022	8/10/2023	10051323
Hon.	Lofgren	Zoe		P	CA19	2022	1/7/2022	20020179
Hon.	Lofgren	Zoe		P	CA19	2022	4/11/2022	20020775
Hon.	Lofgren	Zoe		P	CA19	2022	5/10/2022	20020989
Hon.	Lofgren	Zoe		P	CA19	2022	7/13/2022	20021367
Hon.	Lofgren	Zoe		P	CA19	2022	8/8/2022	20021503
Hon.	Lofgren	Zoe		P	CA19	2022	9/13/2022	20021699
Hon.	Lofgren	Zoe		P	CA19	2022	10/6/2022	20021816
Hon.	Lofgren	Zoe		P	CA19	2022	10/11/2022	20021838
Hon.	Lofgren	Zoe		P	CA19	2022	11/10/2022	20021967
Hon.	Lofgren	Zoe		X	CA18	2022	5/8/2023	30018308
Hon.	Lofgren	Zoe		X	CA18	2022	6/16/2023	30019181
	Logan	George S.		C	CT05	2022	5/27/2022	10049558
	Logemann	Jonathan		C	IL17	2022	4/21/2022	10046567
Mr.	Lombardi	Jack Mr	II	C	IL14	2022	6/13/2022	10049696
Mr.	Lombardi	Jack Mr	II	X	IL14	2022	6/23/2022	8219049
	Lombardo	Mark		X	FL01	2022	7/13/2022	30017581
Hon.	Long	Billy		P	MO07	2022	3/8/2022	8218599
	Long	Timothy Louis		C	CO08	2022	5/15/2022	10048843
	Loomer	Laura		A	FL11	2022	6/17/2022	10049796
	Loomer	Laura		C	FL11	2022	6/17/2022	10049795
	Lopez	Francisco	Jr.	D	TX23	2022	2/4/2022	40003306
Dr.	Lorinser	Bob James	Jr.	C	MI01	2022	4/26/2022	10046208
Hon.	Loudermilk	Barry		O	GA11	2022	5/12/2023	10054262
	Lowenfels	Jeff		C	AK00	2022	5/6/2022	10047355
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/6/2022	20020167
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/21/2022	20020270
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/21/2022	20020271
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/21/2022	20020274
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/25/2022	20020307
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/27/2022	20020321
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/27/2022	20020322
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/27/2022	20020323
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/29/2022	20020331
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/30/2022	20020333
Hon.	Lowenthal	Alan S.		P	CA47	2022	1/30/2022	20020334
Hon.	Lowenthal	Alan S.		P	CA47	2022	2/10/2022	20020427
Hon.	Lowenthal	Alan S.		P	CA47	2022	2/18/2022	20020486
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020562
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020563
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020564
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/4/2022	20020565
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/22/2022	20020676
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/22/2022	20020677
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/22/2022	20020678
Hon.	Lowenthal	Alan S.		P	CA47	2022	3/26/2022	20020690
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/10/2022	20020769
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/10/2022	20020770
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/12/2022	20020781
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/12/2022	20020782
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/16/2022	20020811
Hon.	Lowenthal	Alan S.		P	CA47	2022	4/28/2022	20020892
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/2/2022	20020920
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/21/2022	20021089
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/21/2022	20021090
Hon.	Lowenthal	Alan S.		P	CA47	2022	5/22/2022	20021093
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/2/2022	20021135
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021240
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021241
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021242
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021243
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021244
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021245
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/19/2022	20021246
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/24/2022	20021251
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021292
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021293
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021294
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021295
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021296
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021297
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021298
Hon.	Lowenthal	Alan S.		P	CA47	2022	6/30/2022	20021299
Hon.	Lowenthal	Alan S.		P	CA47	2022	7/6/2022	20021325
Hon.	Lowenthal	Alan S.		P	CA47	2022	7/25/2022	20021431
Hon.	Lowenthal	Alan S.		P	CA47	2022	7/25/2022	20021432
Hon.	Lowenthal	Alan S.		P	CA47	2022	8/4/2022	20021483
Hon.	Lowenthal	Alan S.		P	CA47	2022	8/7/2022	20021498
Hon.	Lowenthal	Alan S.		P	CA47	2022	9/3/2022	20021641
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/1/2022	20021786
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/1/2022	20021787
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/8/2022	20021824
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/8/2022	20021825
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/14/2022	20021854
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/29/2022	20021906
Hon.	Lowenthal	Alan S.		P	CA47	2022	10/29/2022	20021907
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/5/2022	20021946
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/12/2022	20021973
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/12/2022	20021974
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/23/2022	20022032
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/23/2022	20022033
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/23/2022	20022034
Hon.	Lowenthal	Alan S.		P	CA47	2022	11/24/2022	20022036
Hon.	Lowenthal	Alan S.		P	CA47	2022	12/21/2022	20022161
Hon.	Lowenthal	Alan S.		P	CA47	2022	12/21/2022	20022162
	Lozada	Frank J.		C	NY05	2022	5/22/2022	10049435
Hon.	Lucas	Frank D.		O	OK03	2022	7/26/2023	10052401
Hon.	Lucas	Frank D.		X	OK03	2022	5/10/2023	30018453
	Lucas	Martin		D	IN01	2022	3/30/2022	40003325
	Ludden	Kendal		C	NJ10	2022	5/12/2022	10048460
Hon.	Luetkemeyer	Blaine		O	MO03	2022	4/26/2023	8219770
Hon.	Luetkemeyer	Blaine		P	MO03	2022	2/6/2023	8219354
Dr.	Lutin	Charles David		C	GA14	2022	4/27/2022	10046902
	Luttrell	Morgan Joe		C	TX08	2022	8/12/2022	10047949
	Luttrell	Morgan Joe		X	TX08	2022	6/7/2022	30016733
Hon.	Luttrell	Morgan Joe		H	TX08	2022	8/10/2023	10052532
Hon.	Luttrell	Morgan Joe		X	TX08	2022	4/26/2023	30018091
	Lux	Daniel Anthony		C	LA02	2022	8/15/2022	10050197
Hon.	Lynch	Stephen F.		O	MA08	2022	5/11/2023	10051892
	Lynn	Eric		C	FL13	2022	5/11/2022	10048142
	Lyras	Louis		C	OH06	2022	4/19/2022	10046438
Hon.	Mace	Nancy		O	SC01	2022	5/12/2023	10054052
	MacIe	Mara Heather		C	FL04	2022	6/14/2022	10049682
	MacIe	Mara Heather		X	FL04	2022	6/17/2022	30017441
	MacKenzie	Ryan Edward		C	PA07	2022	5/9/2022	10047792
	Madden	Liam		C	VT00	2022	8/18/2022	10050251
	Magaziner	Seth		C	RI02	2022	8/13/2022	10048995
	Magaziner	Seth		X	RI02	2022	6/7/2022	30017194
Hon.	Magaziner	Seth		H	RI02	2022	5/9/2023	10052560
	Magsig	Nathan		C	CA05	2022	3/23/2022	8218616
	Maher	Michael A.		C	CA22	2022	3/5/2022	10044667
Dr.	Mahmood	Asif		C	CA40	2022	5/6/2022	10047116
	Majewski	J. R.		C	OH09	2022	8/8/2022	10050140
	Majok	Chol-Awan A.		C	NY24	2022	5/16/2022	10049227
Mr.	Majors	Bruce Powell		A	DC00	2022	8/5/2022	10050116
Mr.	Majors	Bruce Powell		C	DC00	2022	8/5/2022	10050114
	Makki	Amanda		C	FL13	2022	7/15/2022	10048935
	Makki	Amanda		X	FL13	2022	6/7/2022	30017165
	Malgeri	Noah		C	NV03	2022	5/27/2022	10049554
Hon.	Malliotakis	Nicole		O	NY11	2022	8/11/2023	10053986
Hon.	Malliotakis	Nicole		X	NY11	2022	5/12/2023	30018589
Hon.	Maloney	Carolyn B.		P	NY12	2022	2/18/2022	20020477
Hon.	Maloney	Carolyn B.		P	NY12	2022	3/17/2022	20020641
Hon.	Maloney	Carolyn B.		P	NY12	2022	7/19/2022	20021404
Hon.	Mann	Tracey Robert		O	KS01	2022	7/31/2023	10052605
Hon.	Mann	Tracey Robert		X	KS01	2022	4/27/2023	30018115
Hon.	Manning	Kathy		O	NC06	2022	8/2/2023	10051486
Hon.	Manning	Kathy		P	NC06	2022	2/11/2022	20020423
Hon.	Manning	Kathy		P	NC06	2022	3/4/2022	20020481
Hon.	Manning	Kathy		P	NC06	2022	4/7/2022	20020742
Hon.	Manning	Kathy		P	NC06	2022	5/4/2022	20020925
Hon.	Manning	Kathy		P	NC06	2022	6/6/2022	20021045
Hon.	Manning	Kathy		P	NC06	2022	7/7/2022	20021226
Hon.	Manning	Kathy		P	NC06	2022	7/26/2022	20021437
Hon.	Manning	Kathy		P	NC06	2022	8/10/2022	20021470
Hon.	Manning	Kathy		P	NC06	2022	9/11/2022	20021556
Hon.	Manning	Kathy		P	NC06	2022	9/14/2022	20021695
Hon.	Manning	Kathy		P	NC06	2022	10/11/2022	20021754
Hon.	Manning	Kathy		P	NC06	2022	11/10/2022	20021938
Hon.	Manning	Kathy		X	NC06	2022	4/5/2023	30017877
	Manns	Jeffrey D.		W	PA13	2022		8218644
	Manolache	Gabriella		W	MI03	2022		8219027
	Manolache	Gabriella		X	MI03	2022	5/11/2022	8218717
Mr.	Markel	Homer Chip		C	IL12	2022	4/20/2022	10046484
	Marks	Martin J.		C	FL21	2022	2/17/2022	8218572
	Marlinga	Carl		C	MI10	2022	5/11/2022	10047148
	Marshall	Derek		C	CA23	2022	5/20/2022	10049243
	Marsicano	Michael P.		C	PA08	2022	4/13/2022	10044988
	Marter	James Thomas		C	IL14	2022	5/13/2022	10048686
	Martilli	Dean		C	MA01	2022	5/13/2022	10048580
	Martin	Bradley		W	IL09	2022	6/17/2022	7884
	Martin	Henry Robert		C	MO06	2022	4/15/2022	10046215
	Martin	Jack		C	FL11	2022	4/7/2022	10044765
	Martin	Terry		C	IL13	2022	5/16/2022	10047335
Mr.	Martinez Garin	Carlos A.		A	FL28	2022	7/11/2022	10049957
Mr.	Martinez Garin	Carlos A.		C	FL28	2022	6/6/2022	10049688
	Martinez Johnson	Alexis		C	NM03	2022	5/6/2022	10047005
	Martz	Melissa		C	FL18	2022	4/19/2022	10046472
Mr.	Maryott	Brian L.		C	CA49	2022	5/8/2022	10044775
Hon.	Massie	Thomas		O	KY04	2022	5/11/2023	10052856
Hon.	Mast	Brian		O	FL21	2022	8/9/2023	10053795
Hon.	Mast	Brian		P	FL18	2022	5/9/2022	20020964
Hon.	Mast	Brian		P	FL18	2022	8/12/2022	20021538
Hon.	Mast	Brian		P	FL18	2022	8/12/2022	20021542
Hon.	Mast	Brian		P	FL18	2022	8/12/2022	20021543
Hon.	Mast	Brian		P	FL18	2022	10/5/2022	20021782
Hon.	Mast	Brian		X	FL21	2022	5/10/2023	30018490
Hon.	Mast	Brian		X	FL21	2022	7/12/2023	30019280
	Mathews	Peter		C	CA42	2022	5/15/2022	10048712
	Mathis	Elizabeth		C	IA02	2022	5/16/2022	10047468
	Matland	John		C	NY11	2022	4/27/2022	10044586
	Matland	John		D	NY11	2022	2/15/2022	40003310
Hon.	Matsui	Doris O.		O	CA07	2022	5/15/2023	8219771
Hon.	Matsui	Doris O.		P	CA06	2022	6/16/2022	20021148
	Mattammal	Gus		C	CA15	2022	5/15/2022	10048833
	Matthews	Dan		C	WA02	2022	6/6/2022	10049587
	Mauro	Regina		C	PA06	2022	4/15/2022	10044664
	May	Bob		C	MA06	2022	7/14/2022	10048128
	May	Robert		X	MA06	2022	6/7/2022	30017268
	Mayberry	Young		C	AZ06	2022	4/25/2022	10046801
	Mayfield	Darius		C	NJ12	2022	5/6/2022	10047560
	McAndrew	Ruth		D	NJ11	2022	7/21/2022	8219096
Hon.	McBath	Lucia Kay		O	GA07	2022	8/11/2023	10052937
Hon.	McBath	Lucia Kay		X	GA07	2022	5/3/2023	30018199
Mr.	McCaffrey	Francis Timothy Mr		W	TX34	2022	4/28/2022	7852
	McCallian	Randi		C	MO08	2022	5/26/2022	10049522
Hon.	McCarthy	Kevin		O	CA20	2022	5/15/2023	10053690
